1	2476
2	8483
3	5246
4	8078
5	12439
6	11238
7	8165
8	7997
9	8256
10	2907
11	8786
12	2964
13	8110
14	8440
15	2915
16	3299
17	1124
18	925
19	10140
20	30040
21	12823
22	10825
23	10393
24	10572
25	10966
26	11271
27	12427
28	3091
29	11113
30	11286
31	10195
32	11898
33	10001
34	12871
35	10390
36	30033
37	12731
38	12593
39	1586
40	12985
41	12713
42	10815
43	11226
44	11214
45	11690
46	3408
47	11227
48	8
49	11007
50	11956
51	12585
52	723
53	10171
54	10495
55	12232
56	10364
57	5874
58	12537
59	5717
60	10349
61	4263
62	1808
63	4427
64	10609
65	10789
66	1643
67	1541
68	11699
69	12013
70	30003
71	12116
72	10039
73	4388
74	30032
75	1158
76	440
77	6704
78	2694
79	1237
80	30051
81	414
82	101
83	272
84	8377
85	12188
86	210
87	2235
88	30023
89	5418
90	30019
91	11796
92	2019
93	11529
94	30042
95	4407
96	1691
97	11762
98	30007
99	30046
100	4654
101	10015
102	8230
103	30013
104	4469
105	30017
106	30056
107	30004
108	11544
109	3495
110	15000
111	8399
112	6938
113	12647
114	12440
115	8283
116	5810
117	2621
118	11883
119	10332
120	30060
121	30025
122	3667
123	3910
124	1327
125	40001
126	30039
127	1882
128	2377
129	12753
130	813
131	40002
132	2305
133	5732
134	10732
135	29
136	1598
137	11878
138	40003
139	3620
140	8604
141	10561
142	30036
143	30022
144	30027
145	8480
146	15002
147	7248
148	8094
149	30011
150	1381
151	1028
152	30026
153	2791
154	5806
155	427
156	294
157	12476
158	7233
159	8004
160	12368
161	8428
162	12229
163	2955
164	944
165	1544
166	11068
167	11943
168	12914
169	30063
170	10080
171	5907
172	15001
173	30020
174	10046
175	30002
176	15003
177	6986
178	10253
179	11320
180	5711
181	78
182	2628
183	12334
184	8010
185	2744
186	30009
187	30015
188	11124
189	30021
190	4044
191	2532
192	2424
193	12019
194	443
195	30016
196	3477
197	8057
198	6791
199	12535
200	5103
201	6659
202	30061
203	30034
204	30031
205	2374
206	1734
207	30008
208	30053
209	8601
210	1063
211	30059
212	4446
213	883
214	4531
215	30014
216	441
217	30049
218	12030
219	30047
220	2751
221	3260
222	12788
223	30064
224	3914
225	6720
226	2289
227	5192
228	40004
229	12597
230	30058
231	7535
232	985
233	30028
234	30012
235	5595
236	894
237	8358
238	30006
239	5941
240	1839
241	30038
242	6282
243	30018
244	30010
245	5999
246	30001
247	3237
248	1753
249	219
250	2119
251	139
252	3898
253	93
254	3612
255	2275
256	10518
257	1568
258	10630
259	7206
260	6348
261	924
262	8844
263	30065
264	1478
265	140
266	1548
267	5446
268	2250
269	30048
270	10304
271	2405
272	6341
273	30055
274	8153
275	17
276	1574
277	2316
278	10622
279	1589
280	7992
281	12347
282	3607
283	30035
284	30043
285	3833
286	2177
287	11578
288	4579
289	30000
290	1347
291	11306
292	11416
293	2479
294	6560
295	3707
296	2174
297	3179
298	5808
299	11624
300	8410
301	2685
302	2519
303	868
304	30050
305	2812
306	4602
307	6434
308	7616
309	30029
310	368
311	2798
312	30044
313	3888
314	1554
315	4663
316	4074
317	2566
318	10783
319	3799
320	3857
321	30045
322	5380
323	239
324	325
325	1445
326	2338
327	12846
328	4333
329	30054
330	2335
331	30005
332	4683
333	2470
334	7426
335	5657
336	529
337	4213
338	2560
339	6966
340	6132
341	3023
342	2582
343	5573
344	918
345	2453
346	8691
347	5148
348	30062
349	6968
350	11683
351	6745
352	2254
353	4171
354	2864
355	3145
356	7829
357	12412
358	1631
359	3480
360	1702
361	11543
362	6852
363	3492
364	153
365	7217
366	122
367	30057
368	2298
369	5714
370	625
371	1288
372	1127
373	30041
374	2901
375	6465
376	10688
377	207
378	7770
379	5081
380	1785
381	4795
382	6652
383	230
384	2502
385	3413
386	5735
387	2565
388	759
389	3995
390	3456
391	1394
392	6978
393	8653
394	4937
395	10010
396	8650
397	6071
398	3444
399	1214
400	1566
401	4314
402	1230
403	3624
404	240
405	3432
406	1299
407	629
408	11185
409	3661
410	3979
411	6557
412	2071
413	7624
414	8841
415	5411
416	3215
417	3349
418	6755
419	3911
420	2770
421	6760
422	2525
423	8093
424	30052
425	7182
426	7751
427	2721
428	10186
429	1208
430	8969
431	178
432	2699
433	7740
434	4200
435	546
436	8857
437	573
438	445
439	10854
440	6349
441	2359
442	2889
443	2518
444	12216
445	2663
446	1482
447	7717
448	7197
449	6476
450	7374
451	2317
452	3081
453	7713
454	4648
455	1556
456	2574
457	4204
458	126
459	12251
460	3322
461	10445
462	4467
463	5
464	5911
465	5124
466	3196
467	6847
468	154
469	2650
470	447
471	5768
472	7610
473	2764
474	7979
475	11164
476	3166
477	30030
478	7022
479	5804
480	1970
481	5668
482	4061
483	3078
484	8363
485	2908
486	399
487	2433
488	2284
489	3153
490	2509
491	8739
492	3993
493	6719
494	1764
495	3792
496	4738
497	903
498	2077
499	6530
500	6163
501	899
502	1997
503	10610
504	7688
505	10363
506	33
507	8476
508	2203
509	5226
510	6679
511	12260
512	5898
513	391
514	3312
515	6485
516	4675
517	7817
518	12
519	1673
520	2553
521	2390
522	1590
523	6450
524	6860
525	4081
526	4632
527	6829
528	4608
529	7440
530	3482
531	87
532	829
533	1402
534	7169
535	2210
536	2241
537	2481
538	3257
539	8875
540	5313
541	2639
542	651
543	4856
544	1439
545	4473
546	2053
547	2213
548	36
549	5138
550	3717
551	6955
552	8397
553	3883
554	12653
555	1913
556	2263
557	7069
558	1200
559	11588
560	2311
561	6426
562	1958
563	1627
564	6854
565	10479
566	1650
567	3263
568	2063
569	4196
570	6775
571	7863
572	12590
573	8006
574	1069
575	4097
576	12027
577	345
578	5102
579	12330
580	12565
581	22
582	5765
583	2923
584	11930
585	2333
586	12516
587	2550
588	4685
589	7776
590	6019
591	5946
592	1103
593	12895
594	4084
595	706
596	3947
597	1618
598	2124
599	144
600	8341
601	1885
602	650
603	4956
604	8310
605	4589
606	4833
607	540
608	10698
609	4615
610	2352
611	2818
612	6723
613	4322
614	4420
615	5495
616	2001
617	11189
618	7359
619	8779
620	8655
621	11995
622	11755
623	3
624	1015
625	3560
626	1707
627	10379
628	2158
629	7451
630	6473
631	1693
632	2306
633	3497
634	4285
635	1826
636	7489
637	403
638	5461
639	5837
640	1528
641	270
642	10063
643	3402
644	1076
645	870
646	6248
647	4813
648	16
649	7853
650	1184
651	6595
652	2088
653	8674
654	11193
655	4442
656	1144
657	2434
658	4570
659	8152
660	7897
661	2875
662	10600
663	5720
664	2104
665	1557
666	5111
667	6756
668	303
669	1694
670	10515
671	10901
672	7260
673	11976
674	2765
675	455
676	6021
677	1340
678	2200
679	851
680	234
681	10265
682	3102
683	4828
684	5109
685	7952
686	1805
687	3629
688	7955
689	519
690	7870
691	3985
692	1975
693	4201
694	1637
695	10432
696	5405
697	5302
698	120
699	5535
700	955
701	3804
702	7348
703	736
704	686
705	3781
706	7954
707	4735
708	7673
709	1894
710	1219
711	2984
712	11760
713	81
714	3467
715	5537
716	10710
717	5034
718	8525
719	4049
720	7791
721	5634
722	7565
723	3802
724	8447
725	1597
726	8914
727	5812
728	7765
729	3000
730	3742
731	768
732	3232
733	7195
734	2618
735	1198
736	3899
737	5094
738	7969
739	7342
740	779
741	8088
742	6255
743	4417
744	10256
745	3027
746	5603
747	6393
748	11819
749	7805
750	3168
751	5986
752	7338
753	12909
754	1935
755	804
756	5594
757	1689
758	6726
759	2383
760	2204
761	7259
762	11541
763	707
764	971
765	165
766	10930
767	1907
768	5003
769	8339
770	5981
771	12354
772	7343
773	6864
774	5626
775	5914
776	10095
777	7541
778	8788
779	7546
780	4888
781	7340
782	5428
783	3861
784	6545
785	8657
786	534
787	7483
788	3647
789	4334
790	6729
791	6272
792	6923
793	1272
794	7946
795	2123
796	4539
797	1901
798	950
799	8920
800	6537
801	12242
802	4656
803	85
804	4673
805	1715
806	7794
807	8930
808	4524
809	911
810	6289
811	8870
812	6520
813	8658
814	8077
815	8063
816	3957
817	5983
818	5664
819	8458
820	7813
821	6109
822	2563
823	1816
824	10011
825	1792
826	10406
827	1891
828	7754
829	3178
830	8513
831	11465
832	2675
833	2069
834	1872
835	5431
836	12143
837	6015
838	8558
839	4603
840	1019
841	136
842	2485
843	728
844	2578
845	3010
846	1494
847	1910
848	6266
849	3639
850	2629
851	3812
852	20029
853	4847
854	12913
855	8348
856	458
857	10060
858	2147
859	11893
860	487
861	1457
862	5059
863	6245
864	10428
865	3388
866	6526
867	124
868	4002
869	1227
870	7396
871	8209
872	620
873	3808
874	2503
875	3184
876	8954
877	2469
878	5888
879	1869
